,counter,col_selection,HISTORY,STEP_FACTOR,LEVEL,WAVELET,FILTERS1,KERNEL_SIZE1,PADDING1,DILATION_RATE1,ACTIVATION1,CONV2,POOL_SIZE1,CONV_POOL2,DENSE_UNITS,DROPOUT,ACTIVATION2,OPTIMIZER,mse,mae,mre_3,train_samples,test_samples,train_time
0,0,[],3,1,0,haar,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.00839904921573841,0.04811890927633308,0.03158432513958199,9149,5070,292.69
1,1,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,0,haar,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.008852123853682954,0.05034922394502716,0.03311966238937456,8944,5061,273.43
2,2,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,0,haar,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.00812698130354631,0.04795046787454696,0.03134723136337317,8937,5058,249.7
3,3,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,0,haar,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.007977990619928566,0.04722713731071839,0.030817584470482905,8919,5058,277.81
4,4,[],3,1,0,haar,64,5,same,1,relu,True,7,False,100,0.2,relu,Adam,0.009053930687800383,0.05020772042748477,0.033171947587139046,9149,5070,244.48
5,5,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,0,haar,64,5,same,1,relu,True,7,False,100,0.2,relu,Adam,0.008886735436642812,0.05044066514654959,0.03333718398961307,8944,5061,271.92
6,6,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,0,haar,64,5,same,1,relu,True,7,False,100,0.2,relu,Adam,0.007945179537061562,0.04871094832053208,0.03163668430720336,8937,5058,248.87
7,7,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,0,haar,64,5,same,1,relu,True,7,False,100,0.2,relu,Adam,0.008060526833677802,0.048044090422664124,0.031329737698714465,8919,5058,274.65
8,8,[],3,1,1,haar,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.008691348003356218,0.04913332221353118,0.03240421594423453,9149,5070,469.13
9,9,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,1,haar,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.009318557272849227,0.05079908921440916,0.03363231126544828,8944,5061,510.16
10,10,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,1,haar,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.007741041336283291,0.04692882744023754,0.03046299560781324,8937,5058,475.97
11,11,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,1,haar,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.007886328542131258,0.04730154325053601,0.03067017339899661,8919,5058,515.97
12,12,[],3,1,1,haar,64,5,same,1,relu,True,7,False,100,0.2,relu,Adam,0.01026516251871665,0.05515980071296027,0.036388687087778135,9149,5070,479.76
13,13,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,1,haar,64,5,same,1,relu,True,7,False,100,0.2,relu,Adam,0.009952100900969358,0.05485013249616791,0.0360032984713528,8944,5061,508.08
14,14,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,1,haar,64,5,same,1,relu,True,7,False,100,0.2,relu,Adam,0.008949620739318091,0.05186477533138815,0.03386762891583616,8937,5058,478.8
15,15,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,1,haar,64,5,same,1,relu,True,7,False,100,0.2,relu,Adam,0.008845944522265479,0.05194357819381462,0.033876721711788335,8919,5058,517.15
16,16,[],3,1,2,haar,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.009395291755770276,0.05141740466697562,0.033806477670648656,9149,5070,731.02
17,17,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,2,haar,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.009626634378673346,0.051264049796476654,0.033746741061404385,8944,5061,745.19
18,18,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,2,haar,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.00842950327922633,0.04880725958098632,0.0317711627461023,8937,5058,719.15
19,19,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,2,haar,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.008235391460319163,0.04902828853315453,0.031869985702911725,8919,5058,745.4
20,20,[],3,1,2,haar,64,5,same,1,relu,True,7,False,100,0.2,relu,Adam,0.011261383226921249,0.05833989396082439,0.03847201489138401,9149,5070,725.07
21,21,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,2,haar,64,5,same,1,relu,True,7,False,100,0.2,relu,Adam,0.011220216644547601,0.05929780105148439,0.03920229517952489,8944,5061,744.8
22,22,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,2,haar,64,5,same,1,relu,True,7,False,100,0.2,relu,Adam,0.010056569004830214,0.055785189658730264,0.03659414320158515,8937,5058,720.3
23,23,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,2,haar,64,5,same,1,relu,True,7,False,100,0.2,relu,Adam,0.010315483219604751,0.05791079505170114,0.03796578649004541,8919,5058,750.14
24,24,[],3,1,3,haar,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.021359460086150316,0.08867910850117099,0.05965863778515535,9149,5070,955.83
25,25,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,3,haar,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.02026973571271673,0.0851491682348769,0.057330395416980706,8944,5061,969.39
26,26,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,3,haar,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.019625795547573623,0.08322690642827646,0.05580974714335871,8937,5058,935.75
27,27,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,3,haar,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.020380600817396226,0.08838983320097246,0.059294610859745446,8919,5058,980.03
28,28,[],3,1,3,haar,64,5,same,1,relu,True,7,False,100,0.2,relu,Adam,0.01979484522825812,0.08890307481759782,0.05982834275382436,9149,5070,1014.44
29,29,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,3,haar,64,5,same,1,relu,True,7,False,100,0.2,relu,Adam,0.019711455225184867,0.08455282754063799,0.056848622393635605,8944,5061,1117.92
30,30,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,3,haar,64,5,same,1,relu,True,7,False,100,0.2,relu,Adam,0.019470690878505472,0.08411132827227868,0.05630066976957075,8937,5058,1096.51
31,31,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,3,haar,64,5,same,1,relu,True,7,False,100,0.2,relu,Adam,0.019764515970641508,0.08269047039114415,0.05548635995656911,8919,5058,1019.62
32,32,[],3,1,4,haar,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.020110349730398602,0.08476061205863826,0.057166346759279736,9149,5070,1171.97
33,33,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,4,haar,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.020600584206977482,0.08570657199920143,0.05775202236158916,8944,5061,1210.86
34,34,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,4,haar,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.018857687610430073,0.08417800077229964,0.05649855814897619,8937,5058,1155.08
35,35,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,4,haar,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.01959386675864487,0.0839476596249987,0.0562942777881276,8919,5058,1202.49
36,36,[],3,1,4,haar,64,5,same,1,relu,True,7,False,100,0.2,relu,Adam,0.02144061511381298,0.08888983814653054,0.06000993347613597,9149,5070,1184.49
37,37,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,4,haar,64,5,same,1,relu,True,7,False,100,0.2,relu,Adam,0.02230592177714988,0.08901010268215251,0.06009331699207025,8944,5061,1201.4
38,38,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,4,haar,64,5,same,1,relu,True,7,False,100,0.2,relu,Adam,0.020434021154405083,0.08985567838593107,0.060471672118336504,8937,5058,1174.49
39,39,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,4,haar,64,5,same,1,relu,True,7,False,100,0.2,relu,Adam,0.021179990776118866,0.08944487253593673,0.06018603673147561,8919,5058,2959.43
40,40,[],3,1,0,haar,64,7,same,1,relu,True,5,False,100,0.2,relu,Adam,0.008676244667666273,0.0484821047258816,0.03188233936110306,9149,5070,250.69
41,41,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,0,haar,64,7,same,1,relu,True,5,False,100,0.2,relu,Adam,0.008896436094371853,0.0506516052130396,0.03332853662647047,8944,5061,270.18
42,42,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,0,haar,64,7,same,1,relu,True,5,False,100,0.2,relu,Adam,0.007991216264046135,0.048398450130480254,0.0315713049345036,8937,5058,246.5
43,43,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,0,haar,64,7,same,1,relu,True,5,False,100,0.2,relu,Adam,0.008179668535730648,0.04819172238045171,0.031558973565634516,8919,5058,275.46
44,44,[],3,1,0,haar,64,7,same,1,relu,True,7,False,100,0.2,relu,Adam,0.008885957482660859,0.04987112128190008,0.03277053505601351,9149,5070,246.82
45,45,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,0,haar,64,7,same,1,relu,True,7,False,100,0.2,relu,Adam,0.008816894318620152,0.05070508894062392,0.0334382268104723,8944,5061,270.71
46,46,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,0,haar,64,7,same,1,relu,True,7,False,100,0.2,relu,Adam,0.00802394419548405,0.04664647536785714,0.03040032488437711,8937,5058,245.39
47,47,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,0,haar,64,7,same,1,relu,True,7,False,100,0.2,relu,Adam,0.007919926201090782,0.04799167783225845,0.031219010835265043,8919,5058,276.37
48,48,[],3,1,1,haar,64,7,same,1,relu,True,5,False,100,0.2,relu,Adam,0.008767767092521809,0.04801203341579932,0.0316919405045619,9149,5070,477.54
49,49,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,1,haar,64,7,same,1,relu,True,5,False,100,0.2,relu,Adam,0.009068550661272125,0.04997394602942576,0.03303295657326754,8944,5061,513.28
50,50,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,1,haar,64,7,same,1,relu,True,5,False,100,0.2,relu,Adam,0.008263995268277036,0.0488622374560982,0.032073014972264606,8937,5058,483.98
51,51,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,1,haar,64,7,same,1,relu,True,5,False,100,0.2,relu,Adam,0.00784923410502588,0.04776505485107293,0.03101220749604167,8919,5058,516.01
52,52,[],3,1,1,haar,64,7,same,1,relu,True,7,False,100,0.2,relu,Adam,0.008577709762283853,0.04789911688503848,0.03150593415441782,9149,5070,482.31
