,counter,col_selection,HISTORY,STEP_FACTOR,LEVEL,WAVELET,OPEN_END,DEPTH,LSTM1,FILTERS1,KERNEL_SIZE1,PADDING1,DILATION_RATE1,ACTIVATION1,CONV2,POOL_SIZE1,CONV_POOL2,DENSE_UNITS,DROPOUT,ACTIVATION2,OPTIMIZER,mse,mae,mre_3,train_samples,test_samples,train_time
59,59,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,4,haar,False,1,130,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.01991620226700909,0.0862088634363189,0.05794830774371509,8919,5058,1948.57
60,60,[],5,1,0,haar,False,1,70,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.00839903019804179,0.04609441473507395,0.030393793079314044,8905,5056,1030.87
61,61,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",5,1,0,haar,False,1,70,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.008695436904471575,0.049326049297055724,0.03259041240709553,8697,5045,1052.04
62,62,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",5,1,0,haar,False,1,70,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.007334991316998145,0.04285380206254487,0.02797386260384393,8690,5040,1015.25
63,63,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",5,1,0,haar,False,1,70,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.007435611141662993,0.04314198699119271,0.02813968035717699,8670,5040,1049.55
64,64,[],5,1,0,haar,False,1,100,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.008461519009134597,0.046903310339691535,0.030984846410550302,8905,5056,1070.72
65,65,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",5,1,0,haar,False,1,100,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.008944854027866182,0.04911227765388035,0.03266818553699545,8697,5045,1090.24
66,66,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",5,1,0,haar,False,1,100,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.007296304232265784,0.04328660925424788,0.028243526781829956,8690,5040,1052.69
67,67,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",5,1,0,haar,False,1,100,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.007686239553495328,0.04617362223806871,0.030175882484530944,8670,5040,1087.56
68,68,[],5,1,0,haar,False,1,130,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.008756057998283317,0.04814699873664151,0.0319227324456312,8905,5056,1146.25
69,69,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",5,1,0,haar,False,1,130,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.008983960005314567,0.048170810139117407,0.03197703680690415,8697,5045,1172.78
70,70,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",5,1,0,haar,False,1,130,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.007460945416848932,0.04584048931580558,0.029994603216846792,8690,5040,1135.4
71,71,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",5,1,0,haar,False,1,130,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.007558984180537163,0.04397804617354766,0.028793611686702265,8670,5040,1170.49
72,72,[],5,1,1,haar,False,1,70,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.00868115406857712,0.049864488551479805,0.03303594918094735,8905,5056,1368.92
73,73,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",5,1,1,haar,False,1,70,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.008806157398975044,0.04984432471756996,0.032837183235438494,8697,5045,1488.94
74,74,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",5,1,1,haar,False,1,70,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.0076605763782322004,0.04563112942903503,0.02985118860691432,8690,5040,1432.94
75,75,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",5,1,1,haar,False,1,70,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.0075356360365691905,0.04343263259055821,0.028339754872845492,8670,5040,1369.73
76,76,[],5,1,1,haar,False,1,100,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.008676591248169909,0.04833417945774238,0.03199235727992345,8905,5056,1307.66
77,77,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",5,1,1,haar,False,1,100,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.00918032626529627,0.04924375141693044,0.03252893088484778,8697,5045,1340.68
78,78,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",5,1,1,haar,False,1,100,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.0072323896778005515,0.043167793178675785,0.028118004301963345,8690,5040,1283.45
79,79,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",5,1,1,haar,False,1,100,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.007482174083355725,0.045121853147667805,0.02946041526483413,8670,5040,1333.34
80,80,[],5,1,1,haar,False,1,130,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.008802438309824735,0.04774500412039978,0.031398603333695985,8905,5056,1407.71
81,81,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",5,1,1,haar,False,1,130,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.009158319438393982,0.05015090692666569,0.03324385021927283,8697,5045,1441.43
82,82,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",5,1,1,haar,False,1,130,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.0074834416572698535,0.044425634739034506,0.028979497587310804,8690,5040,1493.24
83,83,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",5,1,1,haar,False,1,130,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.007590222262911726,0.04447486528762422,0.0290893182791188,8670,5040,1543.25
84,84,[],5,1,2,haar,False,1,70,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.009658517219017664,0.05180802826040219,0.034064113884017026,8905,5056,1696.64
85,85,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",5,1,2,haar,False,1,70,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.009875208238152692,0.05248015700291891,0.03463833124548979,8697,5045,1620.12
86,86,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",5,1,2,haar,False,1,70,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.007918070620261071,0.04694310380877422,0.030496844638553164,8690,5040,1691.7
87,87,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",5,1,2,haar,False,1,70,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.008052760776268732,0.04553305949761331,0.029609341750532793,8670,5040,1751.34
88,88,[],5,1,2,haar,False,1,100,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.009734002860663409,0.05302517921248234,0.034958084765590945,8905,5056,1587.67
89,89,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",5,1,2,haar,False,1,100,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.009845119770803275,0.05220638967864431,0.034485020546412164,8697,5045,1619.34
90,90,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",5,1,2,haar,False,1,100,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.008000884275669005,0.04610814232728726,0.02997189841678354,8690,5040,1562.65
91,91,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",5,1,2,haar,False,1,100,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.008026315285773135,0.04638670010440875,0.030181686728215015,8670,5040,1633.4
92,92,[],5,1,2,haar,False,1,130,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.00970816722513412,0.05083617747016049,0.03358886046098486,8905,5056,1673.37
93,93,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",5,1,2,haar,False,1,130,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.01001610844005505,0.052215570721840035,0.034457785912652646,8697,5045,1686.37
94,94,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",5,1,2,haar,False,1,130,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.0078514903989702,0.04641811600605608,0.03011552733664242,8690,5040,1620.76
95,95,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",5,1,2,haar,False,1,130,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.007944196978938065,0.04620516281828176,0.030024105657464484,8670,5040,1680.64
96,96,[],5,1,3,haar,False,1,70,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.019788056157098263,0.08304529030136559,0.05587129486226462,8905,5056,1784.11
97,97,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",5,1,3,haar,False,1,70,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.020185201736010367,0.08319434701915482,0.05589783813129287,8697,5045,1888.21
98,98,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",5,1,3,haar,False,1,70,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.018955369772898877,0.08063731129778665,0.05397402775174994,8690,5040,1831.04
99,99,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",5,1,3,haar,False,1,70,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.01910063321792904,0.08080970544600846,0.05403315304007745,8670,5040,1883.33
100,100,[],5,1,3,haar,False,1,100,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.019610361155841007,0.08167189596249583,0.05494259966600124,8905,5056,1814.63
101,101,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",5,1,3,haar,False,1,100,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.020526776623996962,0.08360479313918154,0.056202680066861396,8697,5045,1901.74
102,102,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",5,1,3,haar,False,1,100,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.01925730871537143,0.08111512005253337,0.05438116780477851,8690,5040,1842.92
103,103,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",5,1,3,haar,False,1,100,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.018709099394299544,0.08139198977350785,0.054506316923618396,8670,5040,1878.35
104,104,[],5,1,3,haar,False,1,130,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.019696683965170655,0.08231836300674711,0.05536366932067478,8905,5056,1884.04
105,105,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",5,1,3,haar,False,1,130,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.020603556876188367,0.08422949849307854,0.056642710385285226,8697,5045,1978.95
106,106,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",5,1,3,haar,False,1,130,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.019219403955869317,0.08031667779352553,0.053821586870046983,8690,5040,1919.91
107,107,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",5,1,3,haar,False,1,130,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.019122441129557886,0.08003155079154708,0.05366259284467491,8670,5040,1960.55
108,108,[],5,1,4,haar,False,1,70,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.019951494513558397,0.08326393710423598,0.056029265749462265,8905,5056,2053.47
109,109,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",5,1,4,haar,False,1,70,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.020651948338081788,0.08427627950708014,0.05681789231925644,8697,5045,2217.72
110,110,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",5,1,4,haar,False,1,70,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.0191633645072964,0.08335877659770782,0.05585645525157058,8690,5040,2143.63
111,111,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",5,1,4,haar,False,1,70,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.018774233871422914,0.08054106754596983,0.05407095884483513,8670,5040,2194.08
112,112,[],5,1,4,haar,False,1,100,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.020553051145487708,0.08431781558848918,0.056799990017814,8905,5056,2069.2
113,113,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",5,1,4,haar,False,1,100,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.021174091983326877,0.08556474957164671,0.057700823648672926,8697,5045,2205.62
114,114,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",5,1,4,haar,False,1,100,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.01932926526301712,0.08138906480747803,0.05460368850920943,8690,5040,2140.74
115,115,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",5,1,4,haar,False,1,100,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.019162636260702838,0.08061081565212036,0.05414089894006292,8670,5040,2232.36
116,116,[],5,1,4,haar,False,1,130,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.06221424205274255,0.14626873186432082,0.10043845973668052,8905,5056,2295.66
117,117,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",5,1,4,haar,False,1,130,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.02096294187334402,0.08498679330570733,0.05726759448412356,8697,5045,2255.9
118,118,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",5,1,4,haar,False,1,130,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.019273917437082566,0.08331106029199752,0.05588481397700856,8690,5040,2195.55
