,counter,col_selection,HISTORY,STEP_FACTOR,LEVEL,WAVELET,OPEN_END,DEPTH,LSTM1,FILTERS1,KERNEL_SIZE1,PADDING1,DILATION_RATE1,ACTIVATION1,CONV2,POOL_SIZE1,CONV_POOL2,DENSE_UNITS,DROPOUT,ACTIVATION2,OPTIMIZER,mse,mae,mre_3,train_samples,test_samples,train_time
119,119,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",5,1,4,haar,False,1,130,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.019119418804766086,0.0834275955535356,0.05604286955052521,8670,5040,2234.44
120,120,[],7,1,0,haar,False,1,70,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.008368148153850286,0.04687255380252926,0.03093289216019038,8710,5042,1297.95
121,121,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",7,1,0,haar,False,1,70,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.009096634114621398,0.04870764465220836,0.03226864413683177,8497,5029,1340.09
122,122,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",7,1,0,haar,False,1,70,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.00739203396838653,0.04353710985793582,0.028445544454573417,8490,5022,1305.36
123,123,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",7,1,0,haar,False,1,70,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.00757114059846762,0.044255955339810124,0.028927408645649563,8468,5022,1345.62
124,124,[],7,1,0,haar,False,1,100,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.00853487675740631,0.047744811885340716,0.031539459721954384,8710,5042,1353.84
125,125,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",7,1,0,haar,False,1,100,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.008808906151188282,0.04881596662828633,0.032458255875231115,8497,5029,1391.41
126,126,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",7,1,0,haar,False,1,100,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.007360642228611854,0.04372104210374181,0.028575560648318843,8490,5022,1360.47
127,127,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",7,1,0,haar,False,1,100,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.007997738029547022,0.04659328500515045,0.030609077617096636,8468,5022,1401.23
128,128,[],7,1,0,haar,False,1,130,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.008530973689404687,0.049099119966691446,0.0324233848624461,8710,5042,1470.7
129,129,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",7,1,0,haar,False,1,130,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.00881632872033704,0.04775361692054979,0.031666471730510265,8497,5029,1503.71
130,130,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",7,1,0,haar,False,1,130,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.007459145557335585,0.04403611777182653,0.028782924215877848,8490,5022,1461.53
131,131,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",7,1,0,haar,False,1,130,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.007754782345235815,0.0459466477545169,0.03010529515586927,8468,5022,1500.19
132,132,[],7,1,1,haar,False,1,70,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.008819296289844594,0.047927136805299975,0.03164463502699864,8710,5042,1547.6
133,133,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",7,1,1,haar,False,1,70,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.009031527277509135,0.049634160655462764,0.03292433305031389,8497,5029,1578.86
134,134,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",7,1,1,haar,False,1,70,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.007472068174511768,0.04536265364313913,0.029580811517373882,8490,5022,1544.8
135,135,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",7,1,1,haar,False,1,70,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.007780143872417732,0.045070663004564845,0.029532707575119197,8468,5022,1597.16
136,136,[],7,1,1,haar,False,1,100,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.008729973750266934,0.048262205759513316,0.03194706545347462,8710,5042,1601.95
137,137,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",7,1,1,haar,False,1,100,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.009373201857905347,0.050233371903876764,0.033214112783298444,8497,5029,1633.19
138,138,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",7,1,1,haar,False,1,100,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.007405717800398758,0.044137621426066656,0.028836696206166242,8490,5022,1595.19
139,139,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",7,1,1,haar,False,1,100,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.007600896692860125,0.04411640070227557,0.028707408360023477,8468,5022,1650.09
140,140,[],7,1,1,haar,False,1,130,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.00872957025211952,0.046264881619799365,0.03045379318425347,8710,5042,1731.4
141,141,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",7,1,1,haar,False,1,130,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.009270323050201281,0.04951021669113353,0.03271788206560863,8497,5029,1766.73
142,142,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",7,1,1,haar,False,1,130,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.007635210364693624,0.043982919127865006,0.028737688824907223,8490,5022,1729.14
143,143,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",7,1,1,haar,False,1,130,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.007950747043055343,0.04578464087329885,0.029951225954696473,8468,5022,1776.97
144,144,[],7,1,2,haar,False,1,70,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.009675168678982427,0.05121230451100508,0.03378635047359853,8710,5042,1828.77
145,145,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",7,1,2,haar,False,1,70,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.009904027155553162,0.052759114758440126,0.03486373052996174,8497,5029,1870.56
146,146,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",7,1,2,haar,False,1,70,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.00816396380330311,0.04590133302972235,0.02983287529092828,8490,5022,1818.88
147,147,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",7,1,2,haar,False,1,70,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.00812828171637548,0.046441843446018566,0.030220279701256673,8468,5022,1882.29
148,148,[],7,1,2,haar,False,1,100,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.009634055256842727,0.05203690037276833,0.034344528416252976,8710,5042,1868.53
149,149,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",7,1,2,haar,False,1,100,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.009976571116292637,0.052364810490235496,0.034593656176477056,8497,5029,1912.11
150,150,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",7,1,2,haar,False,1,100,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.008078205714905596,0.04615404953139682,0.030053287196310258,8490,5022,1858.78
151,151,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",7,1,2,haar,False,1,100,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.008391382080263946,0.0463560425486715,0.030309246638328294,8468,5022,1911.47
152,152,[],7,1,2,haar,False,1,130,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.009793090250226833,0.052318871158411266,0.0345117973515662,8710,5042,1987.07
153,153,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",7,1,2,haar,False,1,130,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.009824531686002953,0.05209684703513817,0.03440619729049972,8497,5029,2016.06
154,154,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",7,1,2,haar,False,1,130,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.008058162873506481,0.046815202355571045,0.030474194268035694,8490,5022,1975.95
155,155,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",7,1,2,haar,False,1,130,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.00837345209295208,0.04742477747250049,0.030920326523440757,8468,5022,2024.96
156,156,[],7,1,3,haar,False,1,70,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.019798926929048166,0.08205896204520284,0.05520856104358429,8710,5042,2128.42
157,157,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",7,1,3,haar,False,1,70,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.020347649918958734,0.08323825988619832,0.05604651875935109,8497,5029,2103.12
158,158,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",7,1,3,haar,False,1,70,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.018975150027561703,0.07948639328990484,0.053174414986961425,8490,5022,2114.61
159,159,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",7,1,3,haar,False,1,70,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.019068339602115875,0.08029515994023265,0.05374211534837208,8468,5022,2162.01
160,160,[],7,1,3,haar,False,1,100,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.020437745300969454,0.08340155477172276,0.056085765080982924,8710,5042,2136.9
161,161,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",7,1,3,haar,False,1,100,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.020552428543497214,0.08340561022123903,0.05613137239966435,8497,5029,2101.49
162,162,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",7,1,3,haar,False,1,100,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.018931415211604526,0.07988754104275506,0.05352627374241356,8490,5022,2133.87
163,163,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",7,1,3,haar,False,1,100,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.018416506180123186,0.07878672156949973,0.0527185253157623,8468,5022,2205.34
164,164,[],7,1,3,haar,False,1,130,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.020232387951859013,0.08288940525652932,0.055684072501282204,8710,5042,2256.97
165,165,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",7,1,3,haar,False,1,130,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.020229329375732776,0.08331490632293102,0.05607825860529562,8497,5029,2199.21
166,166,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",7,1,3,haar,False,1,130,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.019453376103949278,0.08098246301720921,0.05425815414085723,8490,5022,2220.92
167,167,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",7,1,3,haar,False,1,130,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.01916872521578824,0.07955818137109762,0.053287931432619666,8468,5022,2283.19
168,168,[],7,1,4,haar,False,1,70,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.020687327844728053,0.08483297510393441,0.057066940687096425,8710,5042,2412.14
169,169,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",7,1,4,haar,False,1,70,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.020177966413451962,0.0833223617290508,0.05613212009760265,8497,5029,2342.03
170,170,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",7,1,4,haar,False,1,70,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.01916344336426947,0.08105288476170473,0.054396983050171176,8490,5022,2415.59
171,171,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",7,1,4,haar,False,1,70,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.018280839555825053,0.07977320035167468,0.05357031232161984,8468,5022,2448.64
172,172,[],7,1,4,haar,False,1,100,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.02115215316740025,0.08469923131748186,0.05706828092776749,8710,5042,2424.18
173,173,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",7,1,4,haar,False,1,100,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.021672178020958027,0.08598385466197686,0.057914943406811845,8497,5029,2330.27
174,174,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",7,1,4,haar,False,1,100,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.019851877428612982,0.08207470389572927,0.055102330427157474,8490,5022,2413.41
175,175,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",7,1,4,haar,False,1,100,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.019229614767049458,0.08051551790553073,0.054060957989817394,8468,5022,2477.0
176,176,[],7,1,4,haar,False,1,130,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.02090896218583092,0.08489392216227812,0.05715884576967316,8710,5042,2532.27
177,177,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",7,1,4,haar,False,1,130,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.02078212704202769,0.085919807873472,0.057787820273761926,8497,5029,2442.51
178,178,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",7,1,4,haar,False,1,130,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.01934039336093228,0.0813476085133677,0.05462651619992922,8490,5022,2508.8
179,179,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",7,1,4,haar,False,1,130,64,5,same,1,relu,True,5,False,100,0.2,relu,Adam,0.01915787684048921,0.08104416832322187,0.05441919156003868,8468,5022,2549.72
